dateTime,dateTime,Flow,Flow [m^3/day]
1980-01-01,1980-01-01,149.0,364540.42
1980-01-02,1980-01-02,142.0,347414.36
1980-01-03,1980-01-03,125.0,305822.5
1980-01-04,1980-01-04,115.0,281356.7
1980-01-05,1980-01-05,105.0,256890.9
1980-01-06,1980-01-06,90.0,220192.19999999998
1980-01-07,1980-01-07,85.0,207959.3
1980-01-08,1980-01-08,80.0,195726.4
1980-01-09,1980-01-09,75.0,183493.5
1980-01-10,1980-01-10,75.0,183493.5
1980-01-11,1980-01-11,80.0,195726.4
1980-01-12,1980-01-12,110.0,269123.8
1980-01-13,1980-01-13,145.0,354754.1
1980-01-14,1980-01-14,130.0,318055.39999999997
1980-01-15,1980-01-15,110.0,269123.8
1980-01-16,1980-01-16,100.0,244658.0
1980-01-17,1980-01-17,95.0,232425.1
1980-01-18,1980-01-18,90.0,220192.19999999998
1980-01-19,1980-01-19,90.0,220192.19999999998
1980-01-20,1980-01-20,100.0,244658.0
1980-01-21,1980-01-21,90.0,220192.19999999998
1980-01-22,1980-01-22,85.0,207959.3
1980-01-23,1980-01-23,95.0,232425.1
1980-01-24,1980-01-24,85.0,207959.3
1980-01-25,1980-01-25,70.0,171260.6
1980-01-26,1980-01-26,60.0,146794.8
1980-01-27,1980-01-27,55.0,134561.9
1980-01-28,1980-01-28,50.0,122329.0
1980-01-29,1980-01-29,45.0,110096.09999999999
1980-01-30,1980-01-30,45.0,110096.09999999999
1980-01-31,1980-01-31,45.0,110096.09999999999
1980-02-01,1980-02-01,50.0,122329.0
1980-02-02,1980-02-02,70.0,171260.6
1980-02-03,1980-02-03,100.0,244658.0
1980-02-04,1980-02-04,120.0,293589.6
1980-02-05,1980-02-05,130.0,318055.39999999997
1980-02-06,1980-02-06,120.0,293589.6
1980-02-07,1980-02-07,100.0,244658.0
1980-02-08,1980-02-08,95.0,232425.1
1980-02-09,1980-02-09,93.0,227531.94
1980-02-10,1980-02-10,86.0,210405.88
1980-02-11,1980-02-11,80.0,195726.4
1980-02-12,1980-02-12,75.0,183493.5
1980-02-13,1980-02-13,70.0,171260.6
1980-02-14,1980-02-14,65.0,159027.69999999998
1980-02-15,1980-02-15,60.0,146794.8
1980-02-16,1980-02-16,55.0,134561.9
1980-02-17,1980-02-17,60.0,146794.8
1980-02-18,1980-02-18,70.0,171260.6
1980-02-19,1980-02-19,75.0,183493.5
1980-02-20,1980-02-20,80.0,195726.4
1980-02-21,1980-02-21,84.0,205512.72
1980-02-22,1980-02-22,86.0,210405.88
1980-02-23,1980-02-23,87.0,212852.46
1980-02-24,1980-02-24,89.0,217745.62
1980-02-25,1980-02-25,90.0,220192.19999999998
1980-02-26,1980-02-26,125.0,305822.5
1980-02-27,1980-02-27,435.0,1064262.3
1980-02-28,1980-02-28,719.0,1759091.02
1980-02-29,1980-02-29,607.0,1485074.06
1980-03-01,1980-03-01,486.0,1189037.88
1980-03-02,1980-03-02,413.0,1010437.5399999999
1980-03-03,1980-03-03,372.0,910127.76
1980-03-04,1980-03-04,340.0,831837.2
1980-03-05,1980-03-05,312.0,763332.96
1980-03-06,1980-03-06,282.0,689935.5599999999
1980-03-07,1980-03-07,255.0,623877.9
1980-03-08,1980-03-08,233.0,570053.14
1980-03-09,1980-03-09,218.0,533354.44
1980-03-10,1980-03-10,206.0,503995.48
1980-03-11,1980-03-11,199.0,486869.42
1980-03-12,1980-03-12,188.0,459957.04
1980-03-13,1980-03-13,182.0,445277.56
1980-03-14,1980-03-14,173.0,423258.33999999997
1980-03-15,1980-03-15,167.0,408578.86
1980-03-16,1980-03-16,160.0,391452.8
1980-03-17,1980-03-17,157.0,384113.06
1980-03-18,1980-03-18,152.0,371880.16
1980-03-19,1980-03-19,148.0,362093.83999999997
1980-03-20,1980-03-20,146.0,357200.68
1980-03-21,1980-03-21,143.0,349860.94
1980-03-22,1980-03-22,143.0,349860.94
1980-03-23,1980-03-23,142.0,347414.36
1980-03-24,1980-03-24,140.0,342521.2
1980-03-25,1980-03-25,136.0,332734.88
1980-03-26,1980-03-26,136.0,332734.88
1980-03-27,1980-03-27,132.0,322948.56
1980-03-28,1980-03-28,130.0,318055.39999999997
1980-03-29,1980-03-29,131.0,320501.98
1980-03-30,1980-03-30,128.0,313162.24
1980-03-31,1980-03-31,128.0,313162.24
1980-04-01,1980-04-01,125.0,305822.5
1980-04-02,1980-04-02,122.0,298482.76
1980-04-03,1980-04-03,122.0,298482.76
1980-04-04,1980-04-04,122.0,298482.76
1980-04-05,1980-04-05,133.0,325395.14
1980-04-06,1980-04-06,139.0,340074.62
1980-04-07,1980-04-07,133.0,325395.14
1980-04-08,1980-04-08,132.0,322948.56
1980-04-09,1980-04-09,150.0,366987.0
1980-04-10,1980-04-10,158.0,386559.64
1980-04-11,1980-04-11,158.0,386559.64
1980-04-12,1980-04-12,172.0,420811.76
1980-04-13,1980-04-13,209.0,511335.22
1980-04-14,1980-04-14,274.0,670362.9199999999
1980-04-15,1980-04-15,306.0,748653.48
1980-04-16,1980-04-16,327.0,800031.66
1980-04-17,1980-04-17,365.0,893001.7
1980-04-18,1980-04-18,391.0,956612.78
1980-04-19,1980-04-19,511.0,1250202.38
1980-04-20,1980-04-20,700.0,1712606.0
1980-04-21,1980-04-21,699.0,1710159.42
1980-04-22,1980-04-22,660.0,1614742.8
1980-04-23,1980-04-23,718.0,1756644.44
1980-04-24,1980-04-24,773.0,1891206.3399999999
1980-04-25,1980-04-25,740.0,1810469.2
1980-04-26,1980-04-26,745.0,1822702.0999999999
1980-04-27,1980-04-27,950.0,2324251.0
1980-04-28,1980-04-28,1000.0,2446580.0
1980-04-29,1980-04-29,1050.0,2568909.0
1980-04-30,1980-04-30,1150.0,2813567.0
1980-05-01,1980-05-01,1100.0,2691238.0
1980-05-02,1980-05-02,1050.0,2568909.0
1980-05-03,1980-05-03,1000.0,2446580.0
1980-05-04,1980-05-04,1100.0,2691238.0
1980-05-05,1980-05-05,1150.0,2813567.0
1980-05-06,1980-05-06,1220.0,2984827.6
1980-05-07,1980-05-07,1050.0,2568909.0
1980-05-08,1980-05-08,935.0,2287552.3
1980-05-09,1980-05-09,827.0,2023321.66
1980-05-10,1980-05-10,739.0,1808022.6199999999
1980-05-11,1980-05-11,675.0,1651441.5
1980-05-12,1980-05-12,706.0,1727285.48
1980-05-13,1980-05-13,762.0,1864293.96
1980-05-14,1980-05-14,746.0,1825148.68
1980-05-15,1980-05-15,683.0,1671014.14
1980-05-16,1980-05-16,620.0,1516879.5999999999
1980-05-17,1980-05-17,597.0,1460608.26
1980-05-18,1980-05-18,622.0,1521772.76
1980-05-19,1980-05-19,633.0,1548685.14
1980-05-20,1980-05-20,735.0,1798236.3
1980-05-21,1980-05-21,885.0,2165223.3
1980-05-22,1980-05-22,878.0,2148097.2399999998
1980-05-23,1980-05-23,734.0,1795789.72
1980-05-24,1980-05-24,626.0,1531559.0799999998
1980-05-25,1980-05-25,545.0,1333386.0999999999
1980-05-26,1980-05-26,510.0,1247755.8
1980-05-27,1980-05-27,470.0,1149892.5999999999
1980-05-28,1980-05-28,441.0,1078941.78
1980-05-29,1980-05-29,458.0,1120533.64
1980-05-30,1980-05-30,476.0,1164572.08
1980-05-31,1980-05-31,608.0,1487520.64
1980-06-01,1980-06-01,702.0,1717499.16
1980-06-02,1980-06-02,620.0,1516879.5999999999
1980-06-03,1980-06-03,521.0,1274668.18
1980-06-04,1980-06-04,466.0,1140106.28
1980-06-05,1980-06-05,429.0,1049582.82
1980-06-06,1980-06-06,404.0,988418.32
1980-06-07,1980-06-07,395.0,966399.1
1980-06-08,1980-06-08,408.0,998204.64
1980-06-09,1980-06-09,555.0,1357851.9
1980-06-10,1980-06-10,625.0,1529112.5
1980-06-11,1980-06-11,686.0,1678353.88
1980-06-12,1980-06-12,674.0,1648994.92
1980-06-13,1980-06-13,570.0,1394550.5999999999
1980-06-14,1980-06-14,601.0,1470394.5799999998
1980-06-15,1980-06-15,636.0,1556024.88
1980-06-16,1980-06-16,732.0,1790896.56
1980-06-17,1980-06-17,756.0,1849614.48
1980-06-18,1980-06-18,690.0,1688140.2
1980-06-19,1980-06-19,614.0,1502200.1199999999
1980-06-20,1980-06-20,638.0,1560918.04
1980-06-21,1980-06-21,609.0,1489967.22
1980-06-22,1980-06-22,539.0,1318706.6199999999
1980-06-23,1980-06-23,453.0,1108300.74
1980-06-24,1980-06-24,398.0,973738.84
1980-06-25,1980-06-25,470.0,1149892.5999999999
1980-06-26,1980-06-26,433.0,1059369.14
1980-06-27,1980-06-27,375.0,917467.5
1980-06-28,1980-06-28,346.0,846516.6799999999
1980-06-29,1980-06-29,353.0,863642.74
1980-06-30,1980-06-30,336.0,822050.88
1980-07-01,1980-07-01,312.0,763332.96
1980-07-02,1980-07-02,299.0,731527.4199999999
1980-07-03,1980-07-03,279.0,682595.82
1980-07-04,1980-07-04,249.0,609198.4199999999
1980-07-05,1980-07-05,221.0,540694.1799999999
1980-07-06,1980-07-06,206.0,503995.48
1980-07-07,1980-07-07,191.0,467296.77999999997
1980-07-08,1980-07-08,184.0,450170.72
1980-07-09,1980-07-09,192.0,469743.36
1980-07-10,1980-07-10,184.0,450170.72
1980-07-11,1980-07-11,167.0,408578.86
1980-07-12,1980-07-12,162.0,396345.95999999996
1980-07-13,1980-07-13,150.0,366987.0
1980-07-14,1980-07-14,143.0,349860.94
1980-07-15,1980-07-15,138.0,337628.04
1980-07-16,1980-07-16,129.0,315608.82
1980-07-17,1980-07-17,125.0,305822.5
1980-07-18,1980-07-18,120.0,293589.6
1980-07-19,1980-07-19,116.0,283803.27999999997
1980-07-20,1980-07-20,113.0,276463.54
1980-07-21,1980-07-21,107.0,261784.06
1980-07-22,1980-07-22,103.0,251997.74
1980-07-23,1980-07-23,101.0,247104.58
1980-07-24,1980-07-24,98.0,239764.84
1980-07-25,1980-07-25,95.0,232425.1
1980-07-26,1980-07-26,92.0,225085.36
1980-07-27,1980-07-27,89.0,217745.62
1980-07-28,1980-07-28,87.0,212852.46
1980-07-29,1980-07-29,85.0,207959.3
1980-07-30,1980-07-30,83.0,203066.13999999998
1980-07-31,1980-07-31,81.0,198172.97999999998
1980-08-01,1980-08-01,79.0,193279.82
1980-08-02,1980-08-02,77.0,188386.66
1980-08-03,1980-08-03,76.0,185940.08
1980-08-04,1980-08-04,75.0,183493.5
1980-08-05,1980-08-05,73.0,178600.34
1980-08-06,1980-08-06,72.0,176153.76
1980-08-07,1980-08-07,71.0,173707.18
1980-08-08,1980-08-08,70.0,171260.6
1980-08-09,1980-08-09,69.0,168814.02
1980-08-10,1980-08-10,67.0,163920.86
1980-08-11,1980-08-11,66.0,161474.28
1980-08-12,1980-08-12,65.0,159027.69999999998
1980-08-13,1980-08-13,63.0,154134.54
1980-08-14,1980-08-14,62.0,151687.96
1980-08-15,1980-08-15,61.0,149241.38
1980-08-16,1980-08-16,60.0,146794.8
1980-08-17,1980-08-17,60.0,146794.8
1980-08-18,1980-08-18,59.0,144348.22
1980-08-19,1980-08-19,58.0,141901.63999999998
1980-08-20,1980-08-20,57.0,139455.06
1980-08-21,1980-08-21,56.0,137008.47999999998
1980-08-22,1980-08-22,55.0,134561.9
1980-08-23,1980-08-23,54.0,132115.32
1980-08-24,1980-08-24,52.0,127222.16
1980-08-25,1980-08-25,52.0,127222.16
1980-08-26,1980-08-26,51.0,124775.58
1980-08-27,1980-08-27,53.0,129668.73999999999
1980-08-28,1980-08-28,55.0,134561.9
1980-08-29,1980-08-29,53.0,129668.73999999999
1980-08-30,1980-08-30,53.0,129668.73999999999
1980-08-31,1980-08-31,60.0,146794.8
1980-09-01,1980-09-01,56.0,137008.47999999998
1980-09-02,1980-09-02,58.0,141901.63999999998
1980-09-03,1980-09-03,56.0,137008.47999999998
1980-09-04,1980-09-04,55.0,134561.9
1980-09-05,1980-09-05,52.0,127222.16
1980-09-06,1980-09-06,51.0,124775.58
1980-09-07,1980-09-07,49.0,119882.42
1980-09-08,1980-09-08,48.0,117435.84
1980-09-09,1980-09-09,47.0,114989.26
1980-09-10,1980-09-10,46.0,112542.68
1980-09-11,1980-09-11,45.0,110096.09999999999
1980-09-12,1980-09-12,44.0,107649.51999999999
1980-09-13,1980-09-13,48.0,117435.84
1980-09-14,1980-09-14,57.0,139455.06
1980-09-15,1980-09-15,53.0,129668.73999999999
1980-09-16,1980-09-16,49.0,119882.42
1980-09-17,1980-09-17,47.0,114989.26
1980-09-18,1980-09-18,46.0,112542.68
1980-09-19,1980-09-19,46.0,112542.68
1980-09-20,1980-09-20,53.0,129668.73999999999
1980-09-21,1980-09-21,52.0,127222.16
1980-09-22,1980-09-22,51.0,124775.58
1980-09-23,1980-09-23,50.0,122329.0
1980-09-24,1980-09-24,47.0,114989.26
1980-09-25,1980-09-25,46.0,112542.68
1980-09-26,1980-09-26,45.0,110096.09999999999
1980-09-27,1980-09-27,44.0,107649.51999999999
1980-09-28,1980-09-28,43.0,105202.94
1980-09-29,1980-09-29,42.0,102756.36
1980-09-30,1980-09-30,41.0,100309.78
1980-10-01,1980-10-01,41.0,100309.78
1980-10-02,1980-10-02,40.0,97863.2
1980-10-03,1980-10-03,40.0,97863.2
1980-10-04,1980-10-04,39.0,95416.62
1980-10-05,1980-10-05,39.0,95416.62
1980-10-06,1980-10-06,38.0,92970.04
1980-10-07,1980-10-07,37.0,90523.45999999999
1980-10-08,1980-10-08,37.0,90523.45999999999
1980-10-09,1980-10-09,36.0,88076.88
1980-10-10,1980-10-10,36.0,88076.88
1980-10-11,1980-10-11,36.0,88076.88
1980-10-12,1980-10-12,37.0,90523.45999999999
1980-10-13,1980-10-13,39.0,95416.62
1980-10-14,1980-10-14,39.0,95416.62
1980-10-15,1980-10-15,38.0,92970.04
1980-10-16,1980-10-16,37.0,90523.45999999999
1980-10-17,1980-10-17,38.0,92970.04
1980-10-18,1980-10-18,38.0,92970.04
1980-10-19,1980-10-19,37.0,90523.45999999999
1980-10-20,1980-10-20,36.0,88076.88
1980-10-21,1980-10-21,36.0,88076.88
1980-10-22,1980-10-22,35.0,85630.3
1980-10-23,1980-10-23,35.0,85630.3
1980-10-24,1980-10-24,35.0,85630.3
1980-10-25,1980-10-25,38.0,92970.04
1980-10-26,1980-10-26,38.0,92970.04
1980-10-27,1980-10-27,37.0,90523.45999999999
1980-10-28,1980-10-28,37.0,90523.45999999999
1980-10-29,1980-10-29,37.0,90523.45999999999
1980-10-30,1980-10-30,37.0,90523.45999999999
1980-10-31,1980-10-31,37.0,90523.45999999999
1980-11-01,1980-11-01,52.0,127222.16
1980-11-02,1980-11-02,99.0,242211.41999999998
1980-11-03,1980-11-03,84.0,205512.72
1980-11-04,1980-11-04,147.0,359647.26
1980-11-05,1980-11-05,108.0,264230.64
1980-11-06,1980-11-06,118.0,288696.44
1980-11-07,1980-11-07,513.0,1255095.54
1980-11-08,1980-11-08,535.0,1308920.3
1980-11-09,1980-11-09,361.0,883215.38
1980-11-10,1980-11-10,252.0,616538.16
1980-11-11,1980-11-11,196.0,479529.68
1980-11-12,1980-11-12,162.0,396345.95999999996
1980-11-13,1980-11-13,141.0,344967.77999999997
1980-11-14,1980-11-14,127.0,310715.66
1980-11-15,1980-11-15,117.0,286249.86
1980-11-16,1980-11-16,109.0,266677.22
1980-11-17,1980-11-17,103.0,251997.74
1980-11-18,1980-11-18,98.0,239764.84
1980-11-19,1980-11-19,99.0,242211.41999999998
1980-11-20,1980-11-20,96.0,234871.68
1980-11-21,1980-11-21,158.0,386559.64
1980-11-22,1980-11-22,264.0,645897.12
1980-11-23,1980-11-23,196.0,479529.68
1980-11-24,1980-11-24,169.0,413472.01999999996
1980-11-25,1980-11-25,154.0,376773.32
1980-11-26,1980-11-26,139.0,340074.62
1980-11-27,1980-11-27,146.0,357200.68
1980-11-28,1980-11-28,172.0,420811.76
1980-11-29,1980-11-29,169.0,413472.01999999996
1980-11-30,1980-11-30,157.0,384113.06
1980-12-01,1980-12-01,145.0,354754.1
1980-12-02,1980-12-02,129.0,315608.82
1980-12-03,1980-12-03,138.0,337628.04
1980-12-04,1980-12-04,139.0,340074.62
1980-12-05,1980-12-05,126.0,308269.08
1980-12-06,1980-12-06,110.0,269123.8
1980-12-07,1980-12-07,90.0,220192.19999999998
1980-12-08,1980-12-08,85.0,207959.3
1980-12-09,1980-12-09,90.0,220192.19999999998
1980-12-10,1980-12-10,95.0,232425.1
1980-12-11,1980-12-11,105.0,256890.9
1980-12-12,1980-12-12,115.0,281356.7
1980-12-13,1980-12-13,121.0,296036.18
1980-12-14,1980-12-14,130.0,318055.39999999997
1980-12-15,1980-12-15,219.0,535801.02
1980-12-16,1980-12-16,243.0,594518.94
1980-12-17,1980-12-17,273.0,667916.34
1980-12-18,1980-12-18,267.0,653236.86
1980-12-19,1980-12-19,249.0,609198.4199999999
1980-12-20,1980-12-20,232.0,567606.5599999999
1980-12-21,1980-12-21,283.0,692382.14
1980-12-22,1980-12-22,513.0,1255095.54
1980-12-23,1980-12-23,576.0,1409230.08
1980-12-24,1980-12-24,478.0,1169465.24
1980-12-25,1980-12-25,1070.0,2617840.6
1980-12-26,1980-12-26,3070.0,7511000.6
1980-12-27,1980-12-27,2290.0,5602668.2
1980-12-28,1980-12-28,1360.0,3327348.8
1980-12-29,1980-12-29,985.0,2409881.3
1980-12-30,1980-12-30,912.0,2231280.96
1980-12-31,1980-12-31,897.0,2194582.26
1981-01-01,1981-01-01,734.0,1795789.72
1981-01-02,1981-01-02,622.0,1521772.76
1981-01-03,1981-01-03,534.0,1306473.72
1981-01-04,1981-01-04,465.0,1137659.7
1981-01-05,1981-01-05,416.0,1017777.28
1981-01-06,1981-01-06,372.0,910127.76
1981-01-07,1981-01-07,335.0,819604.2999999999
1981-01-08,1981-01-08,306.0,748653.48
1981-01-09,1981-01-09,281.0,687488.98
1981-01-10,1981-01-10,258.0,631217.64
1981-01-11,1981-01-11,238.0,582286.04
1981-01-12,1981-01-12,221.0,540694.1799999999
1981-01-13,1981-01-13,207.0,506442.06
1981-01-14,1981-01-14,196.0,479529.68
1981-01-15,1981-01-15,186.0,455063.88
1981-01-16,1981-01-16,176.0,430598.07999999996
1981-01-17,1981-01-17,172.0,420811.76
1981-01-18,1981-01-18,168.0,411025.44
1981-01-19,1981-01-19,163.0,398792.54
1981-01-20,1981-01-20,159.0,389006.22
1981-01-21,1981-01-21,164.0,401239.12
1981-01-22,1981-01-22,175.0,428151.5
1981-01-23,1981-01-23,180.0,440384.39999999997
1981-01-24,1981-01-24,180.0,440384.39999999997
1981-01-25,1981-01-25,174.0,425704.92
1981-01-26,1981-01-26,172.0,420811.76
1981-01-27,1981-01-27,167.0,408578.86
1981-01-28,1981-01-28,165.0,403685.7
1981-01-29,1981-01-29,159.0,389006.22
1981-01-30,1981-01-30,154.0,376773.32
1981-01-31,1981-01-31,149.0,364540.42
1981-02-01,1981-02-01,143.0,349860.94
1981-02-02,1981-02-02,140.0,342521.2
1981-02-03,1981-02-03,137.0,335181.45999999996
1981-02-04,1981-02-04,133.0,325395.14
1981-02-05,1981-02-05,131.0,320501.98
1981-02-06,1981-02-06,127.0,310715.66
1981-02-07,1981-02-07,123.0,300929.33999999997
1981-02-08,1981-02-08,122.0,298482.76
1981-02-09,1981-02-09,119.0,291143.02
1981-02-10,1981-02-10,110.0,269123.8
1981-02-11,1981-02-11,95.0,232425.1
1981-02-12,1981-02-12,95.0,232425.1
1981-02-13,1981-02-13,110.0,269123.8
1981-02-14,1981-02-14,130.0,318055.39999999997
1981-02-15,1981-02-15,190.0,464850.2
1981-02-16,1981-02-16,352.0,861196.1599999999
1981-02-17,1981-02-17,444.0,1086281.52
1981-02-18,1981-02-18,458.0,1120533.64
1981-02-19,1981-02-19,920.0,2250853.6
1981-02-20,1981-02-20,796.0,1947477.68
1981-02-21,1981-02-21,620.0,1516879.5999999999
1981-02-22,1981-02-22,509.0,1245309.22
1981-02-23,1981-02-23,443.0,1083834.94
1981-02-24,1981-02-24,394.0,963952.52
1981-02-25,1981-02-25,348.0,851409.84
1981-02-26,1981-02-26,310.0,758439.7999999999
1981-02-27,1981-02-27,282.0,689935.5599999999
1981-02-28,1981-02-28,258.0,631217.64
1981-03-01,1981-03-01,239.0,584732.62
1981-03-02,1981-03-02,225.0,550480.5
1981-03-03,1981-03-03,215.0,526014.7
1981-03-04,1981-03-04,207.0,506442.06
1981-03-05,1981-03-05,194.0,474636.51999999996
1981-03-06,1981-03-06,184.0,450170.72
1981-03-07,1981-03-07,179.0,437937.82
1981-03-08,1981-03-08,172.0,420811.76
1981-03-09,1981-03-09,166.0,406132.27999999997
1981-03-10,1981-03-10,161.0,393899.38
1981-03-11,1981-03-11,159.0,389006.22
1981-03-12,1981-03-12,158.0,386559.64
1981-03-13,1981-03-13,160.0,391452.8
1981-03-14,1981-03-14,164.0,401239.12
1981-03-15,1981-03-15,170.0,415918.6
1981-03-16,1981-03-16,174.0,425704.92
1981-03-17,1981-03-17,170.0,415918.6
1981-03-18,1981-03-18,168.0,411025.44
1981-03-19,1981-03-19,163.0,398792.54
1981-03-20,1981-03-20,160.0,391452.8
1981-03-21,1981-03-21,157.0,384113.06
1981-03-22,1981-03-22,156.0,381666.48
1981-03-23,1981-03-23,152.0,371880.16
1981-03-24,1981-03-24,148.0,362093.83999999997
1981-03-25,1981-03-25,144.0,352307.52
1981-03-26,1981-03-26,140.0,342521.2
1981-03-27,1981-03-27,145.0,354754.1
1981-03-28,1981-03-28,150.0,366987.0
1981-03-29,1981-03-29,150.0,366987.0
1981-03-30,1981-03-30,155.0,379219.89999999997
1981-03-31,1981-03-31,156.0,381666.48
1981-04-01,1981-04-01,152.0,371880.16
1981-04-02,1981-04-02,147.0,359647.26
1981-04-03,1981-04-03,143.0,349860.94
1981-04-04,1981-04-04,138.0,337628.04
1981-04-05,1981-04-05,139.0,340074.62
1981-04-06,1981-04-06,136.0,332734.88
1981-04-07,1981-04-07,132.0,322948.56
1981-04-08,1981-04-08,131.0,320501.98
1981-04-09,1981-04-09,130.0,318055.39999999997
1981-04-10,1981-04-10,126.0,308269.08
1981-04-11,1981-04-11,126.0,308269.08
1981-04-12,1981-04-12,122.0,298482.76
1981-04-13,1981-04-13,118.0,288696.44
1981-04-14,1981-04-14,117.0,286249.86
1981-04-15,1981-04-15,119.0,291143.02
1981-04-16,1981-04-16,119.0,291143.02
1981-04-17,1981-04-17,121.0,296036.18
1981-04-18,1981-04-18,125.0,305822.5
1981-04-19,1981-04-19,137.0,335181.45999999996
1981-04-20,1981-04-20,156.0,381666.48
1981-04-21,1981-04-21,164.0,401239.12
1981-04-22,1981-04-22,185.0,452617.3
1981-04-23,1981-04-23,284.0,694828.72
1981-04-24,1981-04-24,426.0,1042243.08
1981-04-25,1981-04-25,385.0,941933.2999999999
1981-04-26,1981-04-26,337.0,824497.46
1981-04-27,1981-04-27,303.0,741313.74
1981-04-28,1981-04-28,296.0,724187.6799999999
1981-04-29,1981-04-29,391.0,956612.78
1981-04-30,1981-04-30,525.0,1284454.5
1981-05-01,1981-05-01,700.0,1712606.0
1981-05-02,1981-05-02,553.0,1352958.74
1981-05-03,1981-05-03,444.0,1086281.52
1981-05-04,1981-05-04,373.0,912574.34
1981-05-05,1981-05-05,325.0,795138.5
1981-05-06,1981-05-06,292.0,714401.36
1981-05-07,1981-05-07,265.0,648343.7
1981-05-08,1981-05-08,242.0,592072.36
1981-05-09,1981-05-09,235.0,574946.2999999999
1981-05-10,1981-05-10,238.0,582286.04
1981-05-11,1981-05-11,232.0,567606.5599999999
1981-05-12,1981-05-12,221.0,540694.1799999999
1981-05-13,1981-05-13,221.0,540694.1799999999
1981-05-14,1981-05-14,244.0,596965.52
1981-05-15,1981-05-15,271.0,663023.1799999999
1981-05-16,1981-05-16,255.0,623877.9
1981-05-17,1981-05-17,248.0,606751.84
1981-05-18,1981-05-18,257.0,628771.0599999999
1981-05-19,1981-05-19,298.0,729080.84
1981-05-20,1981-05-20,315.0,770672.7
1981-05-21,1981-05-21,334.0,817157.72
1981-05-22,1981-05-22,346.0,846516.6799999999
1981-05-23,1981-05-23,376.0,919914.08
1981-05-24,1981-05-24,429.0,1049582.82
1981-05-25,1981-05-25,536.0,1311366.88
1981-05-26,1981-05-26,504.0,1233076.32
1981-05-27,1981-05-27,466.0,1140106.28
1981-05-28,1981-05-28,452.0,1105854.16
1981-05-29,1981-05-29,482.0,1179251.56
1981-05-30,1981-05-30,508.0,1242862.64
1981-05-31,1981-05-31,467.0,1142552.8599999999
1981-06-01,1981-06-01,421.0,1030010.1799999999
1981-06-02,1981-06-02,399.0,976185.4199999999
1981-06-03,1981-06-03,370.0,905234.6
1981-06-04,1981-06-04,363.0,888108.5399999999
1981-06-05,1981-06-05,363.0,888108.5399999999
1981-06-06,1981-06-06,438.0,1071602.04
1981-06-07,1981-06-07,370.0,905234.6
1981-06-08,1981-06-08,339.0,829390.62
1981-06-09,1981-06-09,342.0,836730.36
1981-06-10,1981-06-10,305.0,746206.9
1981-06-11,1981-06-11,286.0,699721.88
1981-06-12,1981-06-12,270.0,660576.6
1981-06-13,1981-06-13,259.0,633664.22
1981-06-14,1981-06-14,236.0,577392.88
1981-06-15,1981-06-15,227.0,555373.66
1981-06-16,1981-06-16,247.0,604305.26
1981-06-17,1981-06-17,264.0,645897.12
1981-06-18,1981-06-18,241.0,589625.78
1981-06-19,1981-06-19,280.0,685042.4
1981-06-20,1981-06-20,308.0,753546.64
1981-06-21,1981-06-21,277.0,677702.66
1981-06-22,1981-06-22,259.0,633664.22
1981-06-23,1981-06-23,260.0,636110.7999999999
1981-06-24,1981-06-24,237.0,579839.46
1981-06-25,1981-06-25,236.0,577392.88
1981-06-26,1981-06-26,253.0,618984.74
1981-06-27,1981-06-27,244.0,596965.52
1981-06-28,1981-06-28,216.0,528461.28
1981-06-29,1981-06-29,202.0,494209.16
1981-06-30,1981-06-30,210.0,513781.8
1981-07-01,1981-07-01,190.0,464850.2
1981-07-02,1981-07-02,180.0,440384.39999999997
1981-07-03,1981-07-03,172.0,420811.76
1981-07-04,1981-07-04,168.0,411025.44
1981-07-05,1981-07-05,165.0,403685.7
1981-07-06,1981-07-06,155.0,379219.89999999997
1981-07-07,1981-07-07,141.0,344967.77999999997
1981-07-08,1981-07-08,133.0,325395.14
1981-07-09,1981-07-09,123.0,300929.33999999997
1981-07-10,1981-07-10,115.0,281356.7
1981-07-11,1981-07-11,114.0,278910.12
1981-07-12,1981-07-12,110.0,269123.8
1981-07-13,1981-07-13,109.0,266677.22
1981-07-14,1981-07-14,108.0,264230.64
1981-07-15,1981-07-15,100.0,244658.0
1981-07-16,1981-07-16,96.0,234871.68
1981-07-17,1981-07-17,93.0,227531.94
1981-07-18,1981-07-18,91.0,222638.78
1981-07-19,1981-07-19,86.0,210405.88
1981-07-20,1981-07-20,83.0,203066.13999999998
1981-07-21,1981-07-21,80.0,195726.4
1981-07-22,1981-07-22,77.0,188386.66
1981-07-23,1981-07-23,74.0,181046.91999999998
1981-07-24,1981-07-24,80.0,195726.4
1981-07-25,1981-07-25,76.0,185940.08
1981-07-26,1981-07-26,70.0,171260.6
1981-07-27,1981-07-27,68.0,166367.44
1981-07-28,1981-07-28,65.0,159027.69999999998
1981-07-29,1981-07-29,64.0,156581.12
1981-07-30,1981-07-30,64.0,156581.12
1981-07-31,1981-07-31,63.0,154134.54
1981-08-01,1981-08-01,61.0,149241.38
1981-08-02,1981-08-02,59.0,144348.22
1981-08-03,1981-08-03,58.0,141901.63999999998
1981-08-04,1981-08-04,56.0,137008.47999999998
1981-08-05,1981-08-05,55.0,134561.9
1981-08-06,1981-08-06,54.0,132115.32
1981-08-07,1981-08-07,53.0,129668.73999999999
1981-08-08,1981-08-08,51.0,124775.58
